Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,ocean_proximity,City,Median_House_Value_Category
334400.0,4.8906,36,1390,230,683,219,33.85,-118.36,3181.083374,24915.76345,168304.7462,502167.5756,570089.7856,<1H OCEAN,Los Angeles,>= $300 thousand
334300.0,7.0778,26,3343,455,1429,457,33.99,-117.98,31194.32961,25267.61656,160814.5633,513075.6034,581106.9748,<1H OCEAN,Los Angeles,>= $300 thousand
334200.0,4.5357,27,1688,331,811,327,33.88,-118.37,3212.333033,22416.25233,171413.8902,498983.613,566915.6646,<1H OCEAN,Los Angeles,>= $300 thousand
334100.0,4.4191,52,1241,210,526,214,34.05,-118.38,12181.8878,12561.24222,186597.9719,483770.6109,551767.633,<1H OCEAN,Los Angeles,>= $300 thousand
333900.0,4.569,40,1134,184,452,187,34.16,-118.43,17341.86616,20924.9468,199128.6652,471459.4612,539473.6274,<1H OCEAN,Los Angeles,>= $300 thousand
333900.0,4.5833,52,1710,350,727,355,34.08,-118.35,15987.24886,10268.29194,187597.5708,483006.5484,551020.0724,<1H OCEAN,Los Angeles,>= $300 thousand
333800.0,6.3021,24,3124,560,1312,542,33.86,-118.38,1212.201711,24798.99897,170365.8451,500148.4013,568065.0535,<1H OCEAN,Los Angeles,>= $300 thousand
333700.0,6.8643,25,2762,410,1166,439,34.22,-118.64,20915.94326,40969.14459,216319.247,453946.5402,521909.6654,<1H OCEAN,Los Angeles,>= $300 thousand
333700.0,7.3252,24,5256,758,2474,780,34.22,-118.61,20595.47991,38531.39818,214565.6145,455699.3448,523675.4694,<1H OCEAN,Los Angeles,>= $300 thousand
333700.0,3.9118,8,3839,852,1342,593,34.37,-118.53,37783.06793,44064.22028,223447.3375,447815.637,515848.7524,<1H OCEAN,Los Angeles,>= $300 thousand
333600.0,4.8958,49,702,143,458,187,34.05,-118.38,12181.8878,12561.24222,186597.9719,483770.6109,551767.633,<1H OCEAN,Los Angeles,>= $300 thousand
333500.0,6.2217,27,2275,346,1039,333,33.98,-117.98,30134.72365,25595.86422,159837.8099,513897.0939,581929.3807,<1H OCEAN,Los Angeles,>= $300 thousand
333500.0,4.5982,44,2010,394,961,365,34.01,-118.41,8904.883615,16029.66184,184833.0156,485429.114,553401.0971,<1H OCEAN,Los Angeles,>= $300 thousand
333300.0,1.3157,43,2732,1646,3049,1429,34.1,-118.33,18651.45816,9560.921468,188317.37,482517.0149,550538.9718,<1H OCEAN,Los Angeles,>= $300 thousand
333300.0,2.25,25,542,161,442,131,34.04,-118.37,12801.11139,11717.42506,185154.7667,485214.6582,553211.6318,<1H OCEAN,Los Angeles,>= $300 thousand
333300.0,5.9171,14,3490,592,1710,580,34.52,-118.35,57702.58897,52922.28475,228840.115,446899.6603,514877.0049,INLAND,Los Angeles,>= $300 thousand
333100.0,6.4044,25,3124,468,1241,439,34.18,-118.62,16239.38567,37443.06054,211728.5547,458555.0076,526508.8619,<1H OCEAN,Los Angeles,>= $300 thousand
332800.0,4.25,40,1933,475,902,412,33.71,-118.29,464.491984,38294.24058,152486.0088,518401.6186,586288.1018,NEAR OCEAN,Los Angeles,>= $300 thousand
332800.0,4.6932,40,593,137,371,132,34.02,-118.4,9792.451797,14843.1962,185117.3815,485156.6263,553136.3878,<1H OCEAN,Los Angeles,>= $300 thousand
332700.0,8.6677,23,1995,306,707,293,33.98,-118.02,28668.6901,22125.66995,161638.8256,511420.123,579454.6664,<1H OCEAN,Los Angeles,>= $300 thousand
332600.0,4.1727,10,1091,260,517,266,34.15,-118.45,15628.66736,21887.19041,199344.8853,471113.921,539120.3716,<1H OCEAN,Los Angeles,>= $300 thousand
332600.0,5.2799,36,681,122,360,128,33.86,-118.36,3049.974746,23916.69435,169135.3667,501297.615,569224.8717,<1H OCEAN,Los Angeles,>= $300 thousand
332500.0,5.5433,29,2472,354,1109,397,34.26,-118.51,26319.28762,33678.22002,212442.691,458230.3595,526249.8421,<1H OCEAN,Los Angeles,>= $300 thousand
332500.0,2.0745,35,3057,774,2223,732,34.02,-118.47,3349.299676,21159.89693,189225.5645,481072.5718,549022.6354,<1H OCEAN,Los Angeles,>= $300 thousand
332400.0,4.375,51,1502,243,586,231,34.19,-118.3,26997.73332,16172.20227,195028.6311,476817.7279,544852.5938,<1H OCEAN,Los Angeles,>= $300 thousand
332200.0,6.8492,25,1075,138,451,132,33.99,-117.95,32127.60957,27937.01851,159515.6738,514944.8691,582973.1005,<1H OCEAN,Los Angeles,>= $300 thousand
332100.0,3.5486,35,3776,733,1583,749,34.01,-118.35,14420.55414,10864.65994,181388.6195,488956.0462,556949.7311,<1H OCEAN,Los Angeles,>= $300 thousand
331900.0,5.269,36,1407,231,676,231,33.84,-118.34,5297.772355,25216.46268,166246.0292,504187.8673,572115.4654,<1H OCEAN,Los Angeles,>= $300 thousand
331800.0,4.3438,39,303,69,131,73,33.98,-118.37,13226.08405,14144.20842,179918.7938,490347.7398,558323.6959,<1H OCEAN,Los Angeles,>= $300 thousand
331800.0,4.2679,44,1321,303,471,301,34.15,-118.33,21926.83929,13466.35773,192870.4604,478320.2992,546350.0596,<1H OCEAN,Los Angeles,>= $300 thousand
331300.0,3.215,36,959,204,446,210,34.19,-118.22,32600.8737,15473.12156,191110.0197,481750.3108,549783.2706,<1H OCEAN,Los Angeles,>= $300 thousand
331200.0,5.5658,52,2332,433,1135,440,34.17,-118.28,26867.54481,13514.97471,192161.1204,479701.9068,547736.7312,<1H OCEAN,Los Angeles,>= $300 thousand
331000.0,4.2434,37,975,189,489,202,34.03,-118.44,6260.482532,18256.85742,188305.6035,481956.2468,549924.0885,<1H OCEAN,Los Angeles,>= $300 thousand
331000.0,5.5284,37,1426,259,689,261,34.0,-118.41,9075.657319,16390.79909,183972.8045,486288.9987,554256.9175,<1H OCEAN,Los Angeles,>= $300 thousand
330900.0,4.692,35,2027,428,879,402,34.17,-118.41,19143.5722,20147.62793,198935.9917,471813.972,539834.6382,<1H OCEAN,Los Angeles,>= $300 thousand
330800.0,2.2917,30,2027,609,1425,562,34.02,-118.48,2432.470306,22068.58735,189823.3595,480493.0845,548438.3449,<1H OCEAN,Los Angeles,>= $300 thousand
330700.0,5.6732,43,2416,454,1028,409,33.96,-118.4,11327.21497,17686.32942,179964.0054,490319.2804,558274.4045,<1H OCEAN,Los Angeles,>= $300 thousand
330700.0,5.7422,37,1249,218,583,214,33.86,-118.36,3049.974746,23916.69435,169135.3667,501297.615,569224.8717,<1H OCEAN,Los Angeles,>= $300 thousand
330400.0,7.6286,33,629,76,253,75,34.05,-117.9,40081.02064,31664.22116,163456.9243,513215.1526,581222.2087,<1H OCEAN,Los Angeles,>= $300 thousand
330400.0,5.6716,15,16042,2602,7732,2552,33.98,-117.95,31099.92933,28234.5452,158530.765,515763.6079,583793.1038,<1H OCEAN,Los Angeles,>= $300 thousand
330300.0,3.37,52,1137,304,754,297,34.08,-118.32,18514.45706,7677.854885,185972.9049,484803.2019,552823.125,<1H OCEAN,Los Angeles,>= $300 thousand
330200.0,5.3272,46,2863,513,1412,498,34.16,-118.1,40629.34866,17849.13996,182701.8825,491689.1222,559711.6348,INLAND,Los Angeles,>= $300 thousand
330000.0,4.125,35,3585,671,1401,623,34.16,-118.07,43186.3173,19982.46727,181391.1411,493576.0518,561593.03,INLAND,Los Angeles,>= $300 thousand
330000.0,6.1359,28,67,15,49,11,33.82,-118.36,5235.198259,27964.1454,165832.6544,504783.1465,572689.6304,<1H OCEAN,Los Angeles,>= $300 thousand
330000.0,3.1563,29,2709,799,1238,793,34.02,-118.49,1521.470879,22978.29439,190423.8059,479914.5953,547854.9097,<1H OCEAN,Los Angeles,>= $300 thousand
329800.0,5.0357,45,1807,355,883,371,34.0,-118.42,8177.399375,17255.65171,184559.7189,485705.5285,553669.2306,<1H OCEAN,Los Angeles,>= $300 thousand
329500.0,5.7083,35,2485,418,1226,406,34.24,-118.26,33560.73935,20932.44283,197771.2949,475165.8401,543197.5601,<1H OCEAN,Los Angeles,>= $300 thousand
329500.0,6.6916,2,5989,883,1787,613,34.38,-118.61,38374.74096,49626.72627,228632.3721,442131.9002,510156.395,INLAND,Los Angeles,>= $300 thousand
329400.0,3.625,45,1436,374,662,292,33.96,-118.39,11311.92153,16943.79062,179371.3939,490900.8686,558860.4328,<1H OCEAN,Los Angeles,>= $300 thousand
329400.0,4.526,21,9944,1623,4185,1582,33.8,-118.29,5176.976148,28370.94493,159854.5477,510545.4519,578478.7392,<1H OCEAN,Los Angeles,>= $300 thousand
329400.0,4.85,34,1816,335,872,339,34.0,-118.4,9978.201686,15532.47026,183388.7147,486873.4435,554845.4422,<1H OCEAN,Los Angeles,>= $300 thousand
329300.0,7.674,15,1778,311,908,330,33.86,-118.38,1212.201711,24798.99897,170365.8451,500148.4013,568065.0535,<1H OCEAN,Los Angeles,>= $300 thousand
329200.0,5.3847,32,1931,298,948,314,34.27,-118.53,26886.24241,35781.75556,214430.67,456188.5554,524205.9965,<1H OCEAN,Los Angeles,>= $300 thousand
329200.0,5.0299,40,756,122,371,130,33.89,-118.36,4657.110952,20987.72093,171646.3279,498693.4914,566635.2871,<1H OCEAN,Los Angeles,>= $300 thousand
328900.0,3.8819,19,5944,1345,2372,1250,34.17,-118.61,15045.24485,36177.65773,210285.4525,459998.127,527952.0269,<1H OCEAN,Los Angeles,>= $300 thousand
328900.0,2.1435,52,2124,756,1920,756,34.06,-118.31,18689.49842,6170.087579,183629.8762,487090.7655,555108.5297,<1H OCEAN,Los Angeles,>= $300 thousand
328900.0,4.9886,36,759,136,372,135,34.2,-118.32,26575.09119,17869.42343,196967.2766,474763.2098,542797.794,<1H OCEAN,Los Angeles,>= $300 thousand
328900.0,4.0708,28,7591,1710,3420,1635,33.82,-118.35,5821.051845,27623.27894,165209.2332,505355.5091,573267.5576,<1H OCEAN,Los Angeles,>= $300 thousand
328800.0,2.6781,33,2880,836,1416,736,34.05,-118.35,14843.7847,9798.058465,184922.0061,485549.9933,553555.7449,<1H OCEAN,Los Angeles,>= $300 thousand
328500.0,4.1218,35,3080,642,1362,623,34.16,-118.44,16990.11382,21686.13415,199678.6473,470862.239,538873.9962,<1H OCEAN,Los Angeles,>= $300 thousand
328100.0,5.9632,36,1280,240,704,217,33.99,-118.4,10252.3167,15982.34962,182528.4017,487733.3854,555701.3323,<1H OCEAN,Los Angeles,>= $300 thousand
327700.0,3.9408,34,1730,427,1008,393,33.8,-118.34,8121.644125,29421.43889,162944.867,507673.5734,575580.5486,<1H OCEAN,Los Angeles,>= $300 thousand
327300.0,6.1419,26,3727,572,1724,530,34.23,-118.61,21706.11112,39080.12678,215428.658,454842.8624,522823.0483,<1H OCEAN,Los Angeles,>= $300 thousand
327300.0,6.0928,35,2072,318,908,342,34.17,-118.57,15242.9884,32771.92359,207932.6733,462329.1622,530301.0635,<1H OCEAN,Los Angeles,>= $300 thousand
327300.0,1.5882,50,1389,364,976,302,34.05,-118.32,17537.43997,7035.419406,183273.0442,487337.9199,555351.2202,<1H OCEAN,Los Angeles,>= $300 thousand
327300.0,3.7167,52,1482,336,768,300,34.06,-118.34,16030.89564,8915.000882,185261.5156,485297.1118,553308.0969,<1H OCEAN,Los Angeles,>= $300 thousand
327300.0,2.8418,26,4376,1394,2435,1250,34.03,-118.41,8976.320365,15522.63377,186561.4191,483712.4214,551692.1901,<1H OCEAN,Los Angeles,>= $300 thousand
327300.0,2.75,27,1965,631,1042,596,34.03,-118.46,4483.280835,20084.2331,189482.224,480790.3722,548749.5682,<1H OCEAN,Los Angeles,>= $300 thousand
326700.0,5.1664,37,388,83,248,84,34.0,-118.46,4676.714802,20763.91051,186935.0871,483381.4649,551326.9125,<1H OCEAN,Los Angeles,>= $300 thousand
326700.0,4.575,48,1923,408,1142,433,34.0,-118.45,5529.224508,19880.80802,186337.1413,483961.0012,551911.2221,<1H OCEAN,Los Angeles,>= $300 thousand
326700.0,4.1451,26,2711,508,1372,459,33.72,-118.31,1694.381402,37446.59745,154570.4137,516387.9027,584268.0353,NEAR OCEAN,Los Angeles,>= $300 thousand
326700.0,5.4663,36,1225,213,591,227,33.99,-118.4,10252.3167,15982.34962,182528.4017,487733.3854,555701.3323,<1H OCEAN,Los Angeles,>= $300 thousand
326600.0,5.4306,33,1805,303,838,301,34.23,-118.26,32750.10871,19823.52546,196822.2794,475985.6804,544018.3309,<1H OCEAN,Los Angeles,>= $300 thousand
326600.0,3.9036,37,1709,333,778,344,33.95,-118.13,22358.20624,15461.43052,164127.1099,507191.541,575219.9898,<1H OCEAN,Los Angeles,>= $300 thousand
326100.0,4.7986,52,1704,277,746,262,34.19,-118.3,26997.73332,16172.20227,195028.6311,476817.7279,544852.5938,<1H OCEAN,Los Angeles,>= $300 thousand
326100.0,5.5418,36,2415,394,1215,413,34.17,-118.07,43604.71959,20667.70357,182374.0583,492766.5045,560781.1364,INLAND,Los Angeles,>= $300 thousand
326000.0,5.7051,35,2142,373,986,374,34.17,-118.07,43604.71959,20667.70357,182374.0583,492766.5045,560781.1364,INLAND,Los Angeles,>= $300 thousand
325900.0,6.8075,18,6217,858,2703,834,34.17,-118.75,17858.96784,48417.91607,218816.7798,451971.5909,519842.7921,NEAR OCEAN,Los Angeles,>= $300 thousand
325800.0,3.6458,44,941,230,493,206,34.0,-118.46,4676.714802,20763.91051,186935.0871,483381.4649,551326.9125,<1H OCEAN,Los Angeles,>= $300 thousand
325600.0,5.4223,52,3158,459,1229,444,34.16,-118.11,39783.13764,17177.89581,183146.1127,491061.8468,559085.9882,INLAND,Los Angeles,>= $300 thousand
325200.0,4.8988,13,2664,518,1468,521,34.32,-118.47,33814.27046,36329.7352,215738.5736,455630.6406,523664.1837,<1H OCEAN,Los Angeles,>= $300 thousand
325200.0,6.6632,29,2243,361,1051,352,33.86,-118.31,7663.30716,22233.46167,166110.3096,504187.5235,572138.9521,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,0.8198,6,854,350,542,321,34.17,-118.37,21102.16551,17513.27923,196797.5368,474224.1346,542251.4809,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,4.0764,32,2455,556,989,493,34.16,-118.36,20802.98695,16071.0355,195358.8343,475666.9009,543694.1694,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,1.5429,24,1996,791,1215,672,34.1,-118.34,17855.51515,10339.42365,188853.6304,481916.1796,549936.2619,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,1.7866,25,1316,836,2796,784,34.05,-118.27,22065.81046,2437.269292,180586.7866,490336.5299,558359.8485,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,1.9038,34,2470,1197,2326,1055,34.06,-118.31,18689.49842,6170.087579,183629.8762,487090.7655,555108.5297,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,3.0069,25,2142,718,1390,699,34.04,-118.46,4945.190886,19976.6766,190336.6854,479928.7146,547892.2681,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,2.9722,33,3125,785,1720,713,33.99,-118.45,6009.133885,20234.68628,185490.8458,484825.7558,552771.2983,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,6.7978,24,1219,177,610,185,33.99,-117.95,32127.60957,27937.01851,159515.6738,514944.8691,582973.1005,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,5.5067,41,1598,280,807,282,34.12,-118.08,40882.31136,16852.19254,177917.6722,496199.9097,564226.2462,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,2.3523,37,2653,754,1087,698,33.77,-118.18,2721.716336,31928.59006,150734.4612,519527.0355,587495.8688,NEAR OCEAN,Los Angeles,>= $300 thousand
325000.0,3.125,39,1244,283,886,284,34.03,-118.46,4483.280835,20084.2331,189482.224,480790.3722,548749.5682,<1H OCEAN,Los Angeles,>= $300 thousand
325000.0,3.2708,33,1139,299,734,257,34.0,-118.42,8177.399375,17255.65171,184559.7189,485705.5285,553669.2306,<1H OCEAN,Los Angeles,>= $300 thousand
324900.0,6.019,22,3632,538,1968,566,34.0,-117.98,32257.45945,24984.58482,161793.0617,512255.2068,580285.5314,<1H OCEAN,Los Angeles,>= $300 thousand
324400.0,3.5804,45,3066,659,1287,625,34.14,-118.1,39818.14448,16440.235,180755.0981,493317.4778,561343.4824,<1H OCEAN,Los Angeles,>= $300 thousand
324300.0,4.1083,41,1562,377,874,368,34.0,-118.44,6400.95652,19001.3587,185741.9138,484541.5263,552496.3802,<1H OCEAN,Los Angeles,>= $300 thousand
324000.0,4.0602,44,2728,585,1227,567,34.1,-118.28,22773.29668,6276.725371,185682.4337,485535.1845,553564.6029,<1H OCEAN,Los Angeles,>= $300 thousand
324000.0,3.3995,30,2148,597,1341,559,34.0,-118.43,7285.013615,18126.09431,185149.4308,485123.0365,553082.3839,<1H OCEAN,Los Angeles,>= $300 thousand
324000.0,4.3281,35,2243,495,1135,465,33.99,-118.43,7655.810774,18513.33149,184297.5421,485985.8638,553940.7837,<1H OCEAN,Los Angeles,>= $300 thousand
324000.0,4.4211,44,1325,245,669,253,33.88,-118.37,3212.333033,22416.25233,171413.8902,498983.613,566915.6646,<1H OCEAN,Los Angeles,>= $300 thousand
324000.0,4.119,28,2685,581,1243,529,33.86,-118.37,2129.147925,24344.37575,169749.1763,500722.5227,568644.5448,<1H OCEAN,Los Angeles,>= $300 thousand
323800.0,5.2485,35,1813,313,825,316,33.94,-118.12,21404.11106,16904.42993,162690.7479,508635.9153,576664.3028,<1H OCEAN,Los Angeles,>= $300 thousand
323800.0,3.8056,30,1548,330,757,349,33.97,-118.35,13038.05247,13403.18946,177896.2507,492378.6837,560358.4274,<1H OCEAN,Los Angeles,>= $300 thousand
323700.0,4.1406,39,2198,425,1160,436,33.82,-118.31,8024.193204,26538.19024,162744.7749,507654.5945,575587.5693,<1H OCEAN,Los Angeles,>= $300 thousand
323700.0,7.6059,27,2051,301,917,287,34.37,-118.54,37639.91643,44619.73878,223974.7395,447206.5926,515238.8922,<1H OCEAN,Los Angeles,>= $300 thousand
323500.0,5.049,52,1602,265,667,251,34.18,-118.29,26893.91556,14832.88088,193594.8278,478259.7752,546294.6207,<1H OCEAN,Los Angeles,>= $300 thousand
323300.0,6.8419,16,8726,1317,3789,1279,34.39,-118.55,39727.50923,46944.56736,226321.8319,444934.0845,512967.3147,<1H OCEAN,Los Angeles,>= $300 thousand
323100.0,3.3892,20,6331,1537,2957,1509,34.25,-118.53,24730.67591,34318.27376,212651.2227,457877.1468,525889.6945,<1H OCEAN,Los Angeles,>= $300 thousand
323000.0,3.8021,45,2092,451,1190,429,33.99,-118.43,7655.810774,18513.33149,184297.5421,485985.8638,553940.7837,<1H OCEAN,Los Angeles,>= $300 thousand
322900.0,5.1423,45,1755,335,822,342,34.16,-118.36,20802.98695,16071.0355,195358.8343,475666.9009,543694.1694,<1H OCEAN,Los Angeles,>= $300 thousand
322900.0,4.1296,38,2521,647,1091,597,34.02,-118.39,10713.72356,13950.78582,184541.7223,485743.969,553727.4227,<1H OCEAN,Los Angeles,>= $300 thousand
322600.0,3.3824,48,1825,404,728,363,34.05,-118.36,13952.05492,10719.08001,185477.6969,484955.9118,552958.8859,<1H OCEAN,Los Angeles,>= $300 thousand
322200.0,6.2788,26,2639,378,1191,401,34.25,-118.54,24511.09974,35029.69885,213206.1133,457280.6285,525290.6101,<1H OCEAN,Los Angeles,>= $300 thousand
322200.0,1.7896,23,2512,1203,3720,1118,34.06,-118.3,19582.2038,5259.49424,183092.1797,487690.5237,555710.2911,<1H OCEAN,Los Angeles,>= $300 thousand
321900.0,5.7415,17,2791,579,1467,583,33.87,-118.38,1768.125276,23846.82721,171193.5454,499277.5359,567199.3705,<1H OCEAN,Los Angeles,>= $300 thousand
321800.0,5.8083,10,1526,339,705,268,34.0,-118.4,9978.201686,15532.47026,183388.7147,486873.4435,554845.4422,<1H OCEAN,Los Angeles,>= $300 thousand
321800.0,5.0052,44,1497,277,542,274,33.83,-118.18,8976.554182,25400.10134,155959.5666,514374.6149,582364.653,NEAR OCEAN,Los Angeles,>= $300 thousand
321800.0,6.4001,16,1956,312,671,319,34.14,-118.83,12848.83139,54863.11919,221505.8509,450139.951,517925.4047,NEAR OCEAN,Los Angeles,>= $300 thousand
321600.0,3.2946,52,1731,502,849,466,34.09,-118.34,17310.479,9815.181102,187952.1712,482759.7938,550777.7921,<1H OCEAN,Los Angeles,>= $300 thousand
321600.0,3.9167,52,2530,458,1122,449,34.05,-118.34,15738.94239,8877.093129,184369.3157,486145.0242,554153.4221,<1H OCEAN,Los Angeles,>= $300 thousand
321500.0,4.1812,52,1642,287,692,288,33.73,-118.31,2451.618359,36350.00099,155371.3965,515510.4455,583396.274,NEAR OCEAN,Los Angeles,>= $300 thousand
321400.0,2.8417,34,1875,501,1491,526,33.99,-118.47,4517.275202,21975.81955,186695.0028,483669.6059,551605.209,<1H OCEAN,Los Angeles,>= $300 thousand
321300.0,3.875,40,1287,346,806,311,34.0,-118.44,6400.95652,19001.3587,185741.9138,484541.5263,552496.3802,<1H OCEAN,Los Angeles,>= $300 thousand
321200.0,3.6587,45,1865,360,973,349,34.16,-118.27,26918.85982,12225.43607,190727.5127,481144.1224,549178.9253,<1H OCEAN,Los Angeles,>= $300 thousand
321100.0,5.0393,45,2199,358,942,353,34.16,-118.09,41478.74086,18541.81339,182261.2929,492317.2504,560338.0257,INLAND,Los Angeles,>= $300 thousand
320900.0,5.6798,4,17313,3224,6902,2707,34.41,-118.56,41849.41014,49276.98401,228669.9673,442663.2073,510697.1886,<1H OCEAN,Los Angeles,>= $300 thousand
320600.0,3.1289,42,2358,546,1065,523,34.16,-118.38,19661.20239,17352.4816,196421.3992,474460.011,542484.1986,<1H OCEAN,Los Angeles,>= $300 thousand
320500.0,5.634,33,1927,305,896,293,34.27,-118.53,26886.24241,35781.75556,214430.67,456188.5554,524205.9965,<1H OCEAN,Los Angeles,>= $300 thousand
320400.0,3.9041,36,3120,620,1441,612,34.18,-118.29,26893.91556,14832.88088,193594.8278,478259.7752,546294.6207,<1H OCEAN,Los Angeles,>= $300 thousand
320300.0,4.2065,52,2489,437,1101,438,34.16,-118.11,39783.13764,17177.89581,183146.1127,491061.8468,559085.9882,INLAND,Los Angeles,>= $300 thousand
320000.0,3.0965,16,5825,1866,3390,1752,34.02,-118.41,8871.257485,15738.95423,185695.8995,484570.2531,552546.1866,<1H OCEAN,Los Angeles,>= $300 thousand
320000.0,2.6667,45,1899,461,1260,415,33.99,-118.43,7655.810774,18513.33149,184297.5421,485985.8638,553940.7837,<1H OCEAN,Los Angeles,>= $300 thousand
319700.0,3.8427,36,6119,1513,2719,1402,34.12,-118.15,34737.50811,11454.68338,181121.3211,491841.8983,559875.328,<1H OCEAN,Los Angeles,>= $300 thousand
319700.0,7.0113,16,3771,606,2196,564,33.85,-118.07,13931.88863,27610.36005,151806.2244,519226.2757,587248.2361,<1H OCEAN,Los Angeles,>= $300 thousand
319600.0,6.5515,18,8046,1221,4276,1228,33.88,-118.1,15475.45524,23288.74855,156121.842,514890.9167,582913.0624,<1H OCEAN,Los Angeles,>= $300 thousand
319400.0,6.8695,27,2535,389,1071,386,34.28,-118.49,29023.74818,33985.20944,213158.4245,457754.3461,525781.148,<1H OCEAN,Los Angeles,>= $300 thousand
319400.0,3.7312,31,2197,501,944,474,34.16,-118.38,19661.20239,17352.4816,196421.3992,474460.011,542484.1986,<1H OCEAN,Los Angeles,>= $300 thousand
319400.0,3.0574,25,3442,1050,1890,914,34.03,-118.39,10800.68234,13706.50069,185412.7641,484888.0714,552875.107,<1H OCEAN,Los Angeles,>= $300 thousand
319400.0,3.2222,24,1101,318,491,287,34.03,-118.4,9887.628858,14613.73261,185985.6606,484299.762,552283.2321,<1H OCEAN,Los Angeles,>= $300 thousand
319300.0,6.4171,29,1287,194,525,187,34.29,-118.51,29507.94503,36045.37169,215135.1726,455708.8493,523734.1718,<1H OCEAN,Los Angeles,>= $300 thousand
319100.0,4.9102,32,4491,815,1696,749,34.15,-118.61,12827.45761,35437.19095,208590.2836,461725.1655,529669.307,<1H OCEAN,Los Angeles,>= $300 thousand
319100.0,4.8295,10,2726,465,1773,459,34.44,-118.13,58348.74622,44365.61075,211697.0405,467442.4832,535364.4759,INLAND,Los Angeles,>= $300 thousand
319000.0,4.5167,26,3082,573,1590,586,34.23,-118.5,23512.64551,30776.06342,209216.8859,461359.6499,529374.4338,<1H OCEAN,Los Angeles,>= $300 thousand
318900.0,5.1515,17,9559,1911,5279,1844,34.02,-118.11,30327.76833,12829.18735,169698.1588,502569.2024,570604.2031,<1H OCEAN,Los Angeles,>= $300 thousand
318900.0,3.8456,51,2399,516,1160,514,33.83,-118.32,7437.279654,25694.68645,164189.791,506209.2652,574142.0846,<1H OCEAN,Los Angeles,>= $300 thousand
318900.0,5.0951,33,2194,469,987,397,33.8,-118.34,8121.644125,29421.43889,162944.867,507673.5734,575580.5486,<1H OCEAN,Los Angeles,>= $300 thousand
318600.0,3.6579,48,2566,571,1421,563,34.1,-118.26,24470.43661,5519.74773,184650.5896,486748.9176,554780.444,<1H OCEAN,Los Angeles,>= $300 thousand
318600.0,3.8576,20,5949,1417,2593,1337,34.17,-118.26,28319.2139,13180.7535,191165.0669,480929.3175,548964.4315,<1H OCEAN,Los Angeles,>= $300 thousand
318500.0,5.532,47,1745,270,753,275,34.16,-118.01,47622.01258,24626.97557,178870.8176,497372.5842,565375.6457,INLAND,Los Angeles,>= $300 thousand
318500.0,5.4032,7,23866,4407,9873,4012,34.14,-118.72,16149.21134,44931.98796,214493.6612,456299.6987,524171.9087,NEAR OCEAN,Los Angeles,>= $300 thousand
318300.0,3.6171,22,7828,2038,3303,1922,34.16,-118.45,16681.83641,22459.26941,200231.4179,470265.988,538275.1991,<1H OCEAN,Los Angeles,>= $300 thousand
318100.0,3.2289,21,4617,1101,2891,1031,34.22,-118.52,21812.10454,31539.59103,209438.4515,461012.9863,529019.998,<1H OCEAN,Los Angeles,>= $300 thousand
318100.0,3.3482,41,1240,320,711,304,34.03,-118.45,5366.32046,19170.17612,188892.5478,481372.8163,549336.4052,<1H OCEAN,Los Angeles,>= $300 thousand
317900.0,5.3925,51,1477,280,750,295,34.2,-118.23,32542.07973,16478.92029,192537.8068,480309.0165,548341.9019,<1H OCEAN,Los Angeles,>= $300 thousand
316900.0,5.6184,29,3390,580,1543,576,34.24,-118.28,32346.20085,21144.31472,198733.4536,473924.5635,541957.8595,<1H OCEAN,Los Angeles,>= $300 thousand
316900.0,4.675,27,2287,491,1101,466,33.87,-118.38,1768.125276,23846.82721,171193.5454,499277.5359,567199.3705,<1H OCEAN,Los Angeles,>= $300 thousand
316800.0,4.6442,36,2966,527,1231,482,34.11,-118.09,39542.8136,15542.97319,177394.1917,496392.0152,564421.0605,<1H OCEAN,Los Angeles,>= $300 thousand
316700.0,1.6806,49,649,315,987,329,34.08,-118.29,21101.11376,5266.281547,184375.9851,486608.2798,554633.4488,<1H OCEAN,Los Angeles,>= $300 thousand
316700.0,5.7097,15,5368,1312,2269,1232,34.05,-118.44,7097.338532,18088.24466,190028.0445,480237.8585,548213.7876,<1H OCEAN,Los Angeles,>= $300 thousand
316000.0,3.0927,40,1113,234,584,231,33.98,-118.36,13870.19279,13395.7961,179340.6019,490934.1347,558913.8795,<1H OCEAN,Los Angeles,>= $300 thousand
315900.0,6.1274,11,1080,174,386,160,34.17,-118.54,15957.55051,30260.20577,206194.3029,464088.1566,532071.9905,<1H OCEAN,Los Angeles,>= $300 thousand
315800.0,2.5982,42,2210,643,1228,605,34.09,-118.35,16501.18894,10654.99085,188494.1039,482160.8764,550176.7411,<1H OCEAN,Los Angeles,>= $300 thousand
